No.,Time,Source,Destination,Protocol,Length,Info,Class
384,38.4,146.32.30.66,83.228.148.193,NA,7760,Compatible,Normal
385,38.5,161.226.187.156,131.54.178.129,NA,7780,internet solution,Normal
386,38.6,202.248.89.38,228.57.74.246,OC,7800,Multi-channelled,Normal
387,38.7,251.155.184.164,232.188.204.234,NA,7820,open system,Normal
388,38.8,246.194.118.143,122.185.39.232,OC,7840,software,Normal
389,38.9,130.84.211.60,174.29.85.115,NA,7860,dynamic,Normal
390,39,235.65.104.51,219.5.26.55,EU,7880,background,Normal
391,39.1,77.195.112.40,184.0.130.218,NA,7900,Mandatory,Normal
392,39.2,152.166.240.115,214.31.13.200,OC,7920,global,Normal
393,39.3,63.155.143.199,92.232.227.169,EU,7940,fault-tolerant,Normal
394,39.4,183.171.72.13,57.136.55.85,OC,7960,Fully-configurable,Normal
395,39.5,227.77.5.102,247.70.42.136,NA,7980,framework,Normal
396,39.6,126.186.235.78,86.172.241.15,NA,8000,contingency,Normal
397,39.7,185.12.62.210,157.224.219.142,OC,8020,24 hour,Normal
398,39.8,81.223.49.47,44.136.216.119,OC,8040,Extended,Normal
399,39.9,51.253.16.153,11.41.226.17,AS,8060,Polarised,Normal
400,40,55.204.241.200,189.84.183.169,NA,8080,Managed,Normal
401,40.1,192.200.13.163,216.6.141.2,AS,8100,synergy,Normal
402,40.2,207.206.180.90,45.154.170.68,AF,8120,superstructure,Normal
403,40.3,218.253.180.45,245.132.46.121,NA,8140,fault-tolerant,Normal
404,40.4,89.58.224.184,140.98.37.151,SA,8160,Reverse-engineered,Normal
405,40.5,217.147.73.110,221.254.34.58,SA,8180,protocol,Normal
406,40.6,67.107.243.136,225.91.69.55,AF,8200,pricing structure,Normal
407,40.7,27.75.20.107,98.246.26.157,NA,8220,function,Normal
408,40.8,102.225.114.47,101.211.137.141,NA,8240,Decentralized,Normal
409,40.9,218.158.52.7,33.34.235.223,AS,8260,interactive,Normal
410,41,71.71.132.213,72.158.243.97,SA,8280,algorithm,Normal
411,41.1,142.245.90.131,42.91.137.96,AF,8300,Innovative,Normal
412,41.2,120.238.20.217,28.44.91.87,OC,8320,circuit,Normal
413,41.3,39.130.112.167,249.120.227.111,EU,8340,static,Normal
414,41.4,45.188.225.115,5.65.198.151,OC,8360,Assimilated,Normal
415,41.5,120.36.138.203,9.237.137.3,AS,8380,methodical,Normal
416,41.6,199.58.26.69,129.201.53.202,NA,8400,Total,Normal
417,41.7,174.147.209.207,132.150.140.195,SA,8420,internet solution,Normal
418,41.8,253.58.72.108,87.93.215.54,AF,8440,Pre-emptive,Normal
419,41.9,161.67.72.248,36.113.240.115,AS,8460,budgetary management,Normal
420,42,44.23.63.74,46.209.223.109,AS,8480,infrastructure,Normal
421,42.1,1.161.78.103,187.206.18.40,OC,8500,leverage,Normal
422,42.2,148.77.78.217,81.54.49.159,AS,8520,Balanced,Normal
423,42.3,77.210.198.251,194.180.50.81,NA,8540,context-sensitive,Normal
424,42.4,183.5.55.204,155.194.157.213,AS,8560,Intuitive,Normal
425,42.5,127.234.181.135,166.123.239.39,NA,8580,Organic,Normal
426,42.6,140.62.71.156,69.28.139.224,OC,8600,architecture,Normal
427,42.7,99.181.244.100,126.193.59.79,OC,8620,benchmark,Normal
428,42.8,185.99.14.220,7.92.165.166,SA,8640,fault-tolerant,Normal
429,42.9,94.16.229.121,217.101.21.227,SA,8660,service-desk,Normal
430,43,34.54.213.142,199.215.207.145,SA,8680,Ergonomic,Normal
431,43.1,155.216.68.42,145.155.74.122,AF,8700,multimedia,Normal
432,43.2,224.99.49.223,102.47.58.110,AF,8720,Monitored,Normal
433,43.3,85.116.25.232,140.172.28.115,NA,8740,secured line,Normal
434,43.4,210.19.196.63,38.93.132.154,NA,8760,Multi-layered,Normal
435,43.5,233.94.8.93,172.126.206.41,EU,8780,leverage,Normal
436,43.6,254.143.174.220,53.105.238.190,AS,8800,User-friendly,Normal
437,43.7,97.100.203.185,71.12.254.72,OC,8820,secondary,Normal
438,43.8,122.70.102.60,161.56.154.103,AS,8840,Self-enabling,Normal
439,43.9,6.144.46.21,62.6.22.174,AF,8860,extranet,Normal
440,44,185.52.7.83,25.225.191.219,NA,8880,bi-directional,Normal
441,44.1,50.115.35.254,221.222.16.84,NA,8900,De-engineered,Normal
442,44.2,168.32.17.188,202.185.7.48,AF,8920,Versatile,Normal
443,44.3,34.99.196.187,104.39.156.137,AS,8940,zero administration,Normal
444,44.4,173.92.247.46,136.190.223.81,AF,8960,impactful,Normal
445,44.5,94.131.114.246,129.188.213.250,NA,8980,task-force,Normal
446,44.6,121.25.245.26,39.116.230.241,OC,9000,Reverse-engineered,Normal
447,44.7,126.187.176.46,34.197.109.15,SA,9020,synergy,Normal
448,44.8,212.1.205.39,89.12.182.57,NA,9040,composite,Normal
449,44.9,72.111.16.14,14.78.240.182,EU,9060,orchestration,Normal
450,45,68.254.131.171,162.42.247.139,OC,9080,forecast,Normal
451,45.1,175.59.115.55,23.77.141.236,SA,9100,throughput,Normal
452,45.2,194.221.182.108,175.230.156.19,AF,9120,methodical,Normal
453,45.3,110.223.3.62,158.141.82.157,EU,9140,complexity,Normal
454,45.4,166.244.54.63,161.29.10.130,EU,9160,Organic,Normal
455,45.5,85.136.129.38,171.43.161.111,SA,9180,Customizable,Normal
456,45.6,131.19.200.83,171.20.221.130,AF,9200,fault-tolerant,Normal
457,45.7,91.208.1.222,110.99.123.3,SA,9220,neutral,Normal
458,45.8,236.126.234.76,60.241.146.3,NA,9240,multi-state,Normal
459,45.9,207.117.121.136,107.87.180.114,NA,9260,Innovative,Normal
460,46,139.241.131.242,96.145.137.166,AS,9280,groupware,Normal
461,46.1,152.147.206.17,131.115.142.47,NA,9300,Focused,Normal
462,46.2,242.215.188.137,63.203.27.33,AS,9320,Stand-alone,Normal
463,46.3,238.5.80.141,108.1.239.47,AS,9340,extranet,Normal
464,46.4,183.88.195.46,66.123.9.79,EU,9360,archive,Normal
465,46.5,72.152.37.157,51.70.147.165,AS,9380,Integrated,Normal
466,46.6,224.89.231.164,114.85.98.177,OC,9400,Organic,Normal
467,46.7,152.90.73.79,43.241.102.173,NA,9420,Configurable,Normal
468,46.8,151.193.178.141,46.123.197.129,SA,9440,Enterprise-wide,Normal
469,46.9,50.119.70.89,24.33.47.193,AF,9460,Quality-focused,Normal
470,47,47.123.20.249,227.101.51.46,OC,9480,motivating,Normal
471,47.1,72.8.87.136,49.127.23.253,OC,9500,dynamic,Normal
472,47.2,25.109.20.56,176.184.122.229,EU,9520,Persevering,Normal
473,47.3,188.213.175.60,97.194.105.162,AS,9540,local,Normal
474,47.4,36.24.118.229,2.79.129.230,NA,9560,synergy,Normal
475,47.5,228.30.217.225,32.61.42.181,AS,9580,Universal,Normal
476,47.6,201.167.136.250,188.127.34.253,AF,9600,Fundamental,Normal
477,47.7,255.120.157.103,20.31.165.7,AS,9620,alliance,Normal
478,47.8,83.237.180.228,82.145.222.246,NA,9640,Quality-focused,Normal
479,47.9,246.153.143.86,70.61.25.43,SA,9660,composite,Normal
480,48,106.43.12.52,204.220.107.53,NA,9680,success,Normal
481,48.1,157.116.47.238,63.26.127.91,NA,9700,collaboration,Normal
482,48.2,8.71.121.114,182.221.145.245,AS,9720,Virtual,Normal
483,48.3,4.188.18.247,33.217.52.127,SA,9740,holistic,Normal
484,48.4,57.190.231.115,109.46.163.35,SA,9760,Exclusive,Normal
485,48.5,70.177.91.51,5.163.99.44,AS,9780,Vision-oriented,Normal
486,48.6,134.53.220.39,78.42.61.47,OC,9800,middleware,Normal
487,48.7,87.217.181.10,7.143.151.248,NA,9820,capacity,Normal
488,48.8,158.130.106.215,51.39.155.216,AS,9840,Open-architected,Normal
489,48.9,58.62.226.156,162.189.84.209,EU,9860,Universal,Normal
490,49,9.42.49.201,24.98.11.25,NA,9880,Down-sized,Normal
491,49.1,250.185.68.20,41.173.49.242,OC,9900,holistic,Normal
492,49.2,90.246.178.222,130.249.156.95,OC,9920,responsive,Normal
493,49.3,15.67.152.166,139.221.74.118,SA,9940,Team-oriented,Normal
494,49.4,163.237.147.226,126.247.49.222,AS,9960,functionalities,Normal
495,49.5,40.11.46.56,59.219.8.166,AS,9980,tertiary,Normal
496,49.6,190.216.179.230,235.88.226.13,NA,10000,algorithm,Normal
497,49.7,40.213.37.169,37.107.106.217,NA,10020,installation,Normal
498,49.8,17.156.57.110,47.92.195.106,SA,10040,customer loyalty,Normal
499,49.9,113.213.71.23,190.181.68.171,NA,10060,dynamic,Normal
500,50,222.239.7.105,254.105.212.91,AS,10080,firmware,Normal
501,50.1,189.216.89.140,251.218.244.56,NA,10100,uniform,Normal
502,50.2,56.53.15.29,180.124.103.0,NA,10120,Grass-roots,Normal
503,50.3,139.183.215.116,4.121.213.66,AS,10140,3rd generation,Normal
504,50.4,163.6.132.120,213.198.230.206,EU,10160,Open-source,Normal
505,50.5,240.79.195.237,140.53.100.121,AS,10180,paradigm,Normal
506,50.6,21.188.253.59,127.16.161.244,AS,10200,Polarised,Normal
507,50.7,166.180.157.255,225.226.255.107,NA,10220,User-centric,Normal
508,50.8,81.196.236.37,195.67.232.141,EU,10240,Digitized,Normal
509,50.9,61.255.174.141,234.211.151.56,EU,10260,needs-based,Normal
510,51,50.70.68.90,156.155.205.233,OC,10280,Devolved,Normal
511,51.1,100.174.94.91,34.1.147.241,EU,10300,instruction set,Normal
512,51.2,55.222.98.225,87.4.187.11,NA,10320,national,Normal
513,51.3,241.251.209.176,71.19.84.36,EU,10340,capability,Normal
514,51.4,236.125.64.114,54.122.38.128,AS,10360,core,Normal
515,51.5,202.208.44.183,116.116.35.41,SA,10380,help-desk,Normal
516,51.6,231.71.80.86,249.46.194.99,NA,10400,Decentralized,Normal
517,51.7,253.183.220.146,97.1.194.99,NA,10420,Total,Normal
518,51.8,208.177.116.58,146.60.9.113,AS,10440,systemic,Normal
519,51.9,108.216.72.84,15.74.64.137,NA,10460,encompassing,Normal
520,52,247.240.7.236,141.121.91.40,SA,10480,static,Normal
521,52.1,48.218.128.224,160.30.81.82,SA,10500,Quality-focused,Normal
522,52.2,237.50.246.155,209.161.108.134,NA,10520,multimedia,Normal
523,52.3,79.58.215.12,227.237.193.15,NA,10540,circuit,Normal
524,52.4,67.196.137.110,255.102.36.184,AF,10560,well-modulated,Normal
525,52.5,62.161.41.214,124.121.78.198,OC,10580,Total,Normal
526,52.6,254.91.38.134,167.204.108.55,SA,10600,scalable,Normal
527,52.7,36.36.61.196,105.1.161.158,AS,10620,didactic,Normal
528,52.8,251.28.168.131,110.232.18.215,SA,10640,incremental,Normal
529,52.9,116.164.165.97,254.5.128.110,EU,10660,bifurcated,Normal
530,53,231.243.156.28,231.244.25.17,OC,10680,Open-architected,Normal
531,53.1,156.99.155.208,211.133.15.161,NA,10700,Enterprise-wide,Normal
532,53.2,99.21.148.193,95.85.149.160,AS,10720,analyzing,Normal
533,53.3,227.66.49.6,55.26.112.182,NA,10740,Implemented,Normal
534,53.4,168.129.179.61,59.100.32.175,NA,10760,clear-thinking,Normal
535,53.5,154.250.132.65,62.232.101.128,NA,10780,emulation,Normal
536,53.6,152.76.10.93,149.155.128.189,NA,10800,Team-oriented,Normal
537,53.7,79.61.205.160,152.213.23.122,AS,10820,knowledge base,Normal
538,53.8,14.69.243.244,178.32.226.129,AS,10840,benchmark,Normal
539,53.9,207.108.106.191,56.213.117.75,NA,10860,content-based,Normal
540,54,198.116.35.74,199.128.166.205,NA,10880,Up-sized,Normal
541,54.1,52.30.195.16,38.226.217.161,OC,10900,capability,Normal
542,54.2,110.38.125.197,237.169.119.136,AS,10920,Vision-oriented,Normal
543,54.3,118.30.177.176,225.49.246.146,AF,10940,Front-line,Normal
544,54.4,239.227.229.10,36.230.146.106,AF,10960,project,Normal
545,54.5,205.147.209.176,108.121.113.70,OC,10980,Versatile,Normal
546,54.6,59.121.120.10,90.254.214.124,AF,11000,asynchronous,Normal
547,54.7,74.239.87.85,145.243.177.2,SA,11020,toolset,Normal
548,54.8,206.162.43.99,36.218.76.62,NA,11040,tangible,Normal
549,54.9,39.108.64.73,131.180.126.95,OC,11060,tertiary,Normal
550,55,114.7.59.119,62.137.174.33,EU,11080,executive,Normal
551,55.1,99.178.68.82,215.254.198.186,AS,11100,customer loyalty,Normal
552,55.2,130.107.11.76,139.174.99.34,NA,11120,stable,Normal
553,55.3,178.162.122.43,129.34.155.14,AS,11140,Cloned,Normal
554,55.4,7.108.249.218,174.185.250.143,SA,11160,Ergonomic,Normal
555,55.5,134.188.114.105,127.121.96.29,AS,11180,Customizable,Normal
556,55.6,140.95.170.209,201.98.173.148,NA,11200,scalable,Normal
557,55.7,238.153.169.29,124.24.61.111,NA,11220,Devolved,Normal
558,55.8,104.255.128.44,75.51.244.128,NA,11240,middleware,Normal
559,55.9,53.173.7.212,180.178.200.65,SA,11260,disintermediate,Normal
560,56,171.61.159.145,75.80.207.16,NA,11280,Inverse,Normal
561,56.1,76.184.226.238,108.218.112.202,AF,11300,Realigned,Normal
562,56.2,80.40.210.130,157.193.52.214,NA,11320,open architecture,Normal
563,56.3,105.120.154.169,145.3.34.68,SA,11340,attitude,Normal
564,56.4,219.212.154.160,229.75.99.102,NA,11360,support,Normal
565,56.5,113.95.36.30,235.11.1.6,EU,11380,Multi-layered,Normal
566,56.6,109.179.225.250,243.198.108.54,AF,11400,encoding,Normal
567,56.7,249.110.104.78,254.223.48.15,AS,11420,Focused,Normal
568,56.8,204.41.195.122,158.9.235.186,NA,11440,framework,Normal
569,56.9,31.6.58.175,54.87.144.207,AF,11460,attitude,Normal
570,57,124.162.61.153,243.241.173.18,EU,11480,Horizontal,Normal
571,57.1,154.53.140.5,138.235.106.137,OC,11500,implementation,Normal
572,57.2,197.120.142.139,70.27.88.125,NA,11520,Stand-alone,Normal
573,57.3,196.187.239.164,157.123.165.156,OC,11540,info-mediaries,Normal
574,57.4,178.124.95.112,82.139.45.126,SA,11560,Profound,Normal
575,57.5,99.123.237.169,109.219.168.208,AF,11580,bandwidth-monitored,Normal
576,57.6,81.87.7.253,19.97.33.88,AS,11600,composite,Normal
577,57.7,117.117.203.212,207.188.246.217,OC,11620,Re-engineered,Normal
578,57.8,101.254.195.229,14.175.200.5,AS,11640,context-sensitive,Normal
579,57.9,144.148.139.156,235.95.253.101,NA,11660,Automated,Normal
580,58,17.53.78.62,31.124.82.13,NA,11680,framework,Normal
581,58.1,192.215.132.56,60.233.87.148,OC,11700,Right-sized,Normal
582,58.2,201.134.100.222,132.43.101.148,OC,11720,modular,Normal
583,58.3,136.136.214.112,201.197.228.10,NA,11740,standardization,Normal
584,58.4,108.189.68.175,234.78.50.165,NA,11760,Devolved,Normal
585,58.5,195.27.89.117,142.97.58.133,AS,11780,Pre-emptive,Normal
586,58.6,12.142.149.119,56.230.100.125,SA,11800,Diverse,Normal
587,58.7,149.93.253.100,151.119.251.73,OC,11820,systematic,Normal
588,58.8,210.224.37.96,85.177.141.19,OC,11840,software,Normal
589,58.9,75.192.141.96,56.127.235.12,AS,11860,standardization,Normal
590,59,63.231.170.22,167.236.176.190,NA,11880,conglomeration,Normal
591,59.1,73.48.45.102,143.69.168.193,AS,11900,Stand-alone,Normal
592,59.2,199.36.102.249,200.13.74.144,EU,11920,zero tolerance,Normal
593,59.3,205.43.193.71,79.150.17.238,EU,11940,Profound,Normal
594,59.4,172.0.91.91,117.68.154.246,OC,11960,Integrated,Normal
595,59.5,112.48.159.113,115.76.152.43,NA,11980,web-enabled,Normal
596,59.6,193.6.106.235,17.46.117.149,AS,12000,application,Normal
597,59.7,88.170.172.101,226.248.252.160,SA,12020,Integrated,Normal
598,59.8,41.204.81.50,78.207.28.4,AS,12040,interface,Normal
599,59.9,5.139.64.97,60.240.37.169,AF,12060,conglomeration,Normal
600,60,181.105.121.159,159.175.69.156,NA,12080,strategy,Normal
601,60.1,177.238.3.21,12.42.44.248,AS,12100,structure,Normal
602,60.2,236.173.44.125,17.191.176.136,NA,12120,framework,Normal
603,60.3,231.252.137.155,17.254.73.142,NA,12140,encryption,Normal
604,60.4,112.23.242.187,188.153.139.105,OC,12160,local,Normal
605,60.5,225.5.182.175,107.208.159.44,OC,12180,challenge,Normal
606,60.6,39.31.73.25,230.230.151.87,AS,12200,approach,Normal
607,60.7,124.183.98.78,89.53.200.248,AS,12220,Enterprise-wide,Normal
608,60.8,227.39.0.168,216.159.7.248,NA,12240,static,Normal
609,60.9,54.131.37.238,115.118.42.20,AS,12260,capacity,Normal
610,61,110.87.30.252,68.57.4.53,NA,12280,challenge,Normal
611,61.1,3.42.161.218,99.158.224.125,AS,12300,well-modulated,Normal
612,61.2,218.136.77.203,155.200.109.22,NA,12320,workforce,Normal
613,61.3,12.140.203.98,72.248.137.20,OC,12340,regional,Normal
614,61.4,166.199.121.206,138.135.128.57,AS,12360,bottom-line,Normal
615,61.5,171.93.70.47,124.227.241.67,NA,12380,Upgradable,Normal
616,61.6,180.6.174.151,245.58.151.226,NA,12400,service-desk,Normal
617,61.7,34.160.194.253,22.152.69.158,OC,12420,Diverse,Normal
618,61.8,22.94.237.91,100.229.200.88,NA,12440,Versatile,Normal
619,61.9,46.254.226.194,116.100.237.10,EU,12460,Focused,Normal
620,62,136.199.32.251,234.246.46.182,NA,12480,encoding,Normal
621,62.1,40.248.187.44,155.171.200.139,SA,12500,concept,Normal
622,62.2,174.105.135.189,148.200.192.91,AS,12520,Business-focused,Normal
623,62.3,231.6.114.0,90.121.218.66,EU,12540,Implemented,Normal
624,62.4,83.19.111.200,201.82.159.190,AF,12560,impactful,Normal
625,62.5,123.97.113.45,237.201.39.7,NA,12580,moratorium,Normal
626,62.6,135.157.5.178,207.87.238.111,AS,12600,optimal,Normal
627,62.7,39.223.180.39,77.85.61.91,NA,12620,Vision-oriented,Normal
628,62.8,18.187.246.35,224.89.116.99,SA,12640,array,Normal
629,62.9,93.225.162.193,113.122.12.29,NA,12660,Stand-alone,Normal
630,63,39.159.124.80,242.171.182.191,NA,12680,initiative,Normal
631,63.1,240.86.253.104,14.90.255.98,EU,12700,Up-sized,Normal
632,63.2,156.60.179.50,75.249.108.184,NA,12720,bifurcated,Normal
633,63.3,169.250.13.145,62.117.88.150,OC,12740,User-friendly,Normal
634,63.4,58.254.186.161,162.79.165.87,NA,12760,system-worthy,Normal
635,63.5,124.198.169.202,184.234.214.248,OC,12780,throughput,Normal
636,63.6,27.83.87.126,149.119.9.193,NA,12800,Down-sized,Normal
637,63.7,37.14.126.232,209.116.176.55,NA,12820,Triple-buffered,Normal
638,63.8,191.225.12.213,83.227.232.64,NA,12840,system-worthy,Normal
639,63.9,116.231.87.167,14.33.121.224,NA,12860,asymmetric,Normal
640,64,140.67.13.65,222.183.194.206,NA,12880,Enhanced,Normal
641,64.1,174.39.174.154,192.147.146.184,NA,12900,Focused,Normal
642,64.2,235.120.150.36,14.161.80.91,OC,12920,Proactive,Normal
643,64.3,140.4.105.179,27.61.250.220,AS,12940,encompassing,Normal
644,64.4,188.18.114.107,106.173.209.144,NA,12960,Face to face,Normal
645,64.5,245.164.75.198,12.198.31.130,EU,12980,Self-enabling,Normal
646,64.6,32.12.38.112,241.169.16.82,NA,13000,function,Normal
647,64.7,6.190.189.89,253.157.147.150,AF,13020,archive,Normal
648,64.8,83.186.2.216,70.188.161.92,NA,13040,zero tolerance,Normal
649,64.9,131.218.68.161,96.84.2.242,NA,13060,success,Normal
650,65,193.161.58.53,130.22.216.21,OC,13080,emulation,Normal
651,65.1,201.16.21.123,15.185.241.153,AF,13100,Upgradable,Normal
652,65.2,152.114.172.90,0.66.57.0,AF,13120,emulation,Normal
653,65.3,197.81.81.231,81.123.17.237,NA,13140,Optimized,Normal
654,65.4,180.56.198.85,19.58.87.169,AS,13160,knowledge base,Normal
655,65.5,230.3.9.191,200.63.29.156,AS,13180,throughput,Normal
656,65.6,220.236.107.205,55.202.16.194,EU,13200,local area network,Normal
657,65.7,241.154.194.252,185.101.149.173,OC,13220,Assimilated,Normal
658,65.8,162.136.160.172,54.3.254.70,AS,13240,Profit-focused,Normal
659,65.9,152.131.148.49,210.251.121.214,AS,13260,budgetary management,Normal
660,66,184.205.43.169,135.191.188.126,OC,13280,homogeneous,Normal
661,66.1,16.53.185.190,91.115.120.108,NA,13300,Managed,Normal
662,66.2,106.222.203.144,237.205.41.38,NA,13320,Enhanced,Normal
663,66.3,211.46.208.80,252.210.44.87,OC,13340,asynchronous,Normal
664,66.4,50.28.177.199,189.44.165.94,AS,13360,Secured,Normal
665,66.5,211.122.43.85,186.66.219.143,AS,13380,attitude-oriented,Normal
666,66.6,135.31.173.214,126.167.1.37,OC,13400,forecast,Normal
667,66.7,143.90.72.162,40.206.96.81,NA,13420,Synchronised,Normal
668,66.8,113.202.91.158,26.76.47.69,OC,13440,Cross-platform,Normal
669,66.9,222.66.13.250,181.161.210.76,NA,13460,groupware,Normal
670,67,157.221.137.238,113.144.203.149,AS,13480,eco-centric,Normal
671,67.1,57.72.212.20,123.72.183.36,EU,13500,local,Normal
672,67.2,24.30.123.219,138.247.151.84,NA,13520,secured line,Normal
673,67.3,70.212.102.94,16.62.187.233,SA,13540,contextually-based,Normal
674,67.4,10.123.34.116,48.61.90.75,OC,13560,support,Normal
675,67.5,209.139.33.67,92.2.154.137,NA,13580,structure,Normal
676,67.6,57.223.27.19,3.60.207.125,NA,13600,grid-enabled,Normal
677,67.7,75.193.234.170,234.48.16.159,NA,13620,Programmable,Normal
678,67.8,28.31.129.247,190.197.147.226,AS,13640,discrete,Normal
679,67.9,35.116.2.2,27.182.197.166,EU,13660,Profit-focused,Normal
680,68,191.18.225.251,13.26.155.223,EU,13680,benchmark,Normal
681,68.1,47.56.253.238,68.213.77.51,NA,13700,directional,Normal
682,68.2,90.19.44.43,138.165.254.218,AS,13720,success,Normal
683,68.3,11.10.235.116,198.49.200.245,EU,13740,uniform,Normal
684,68.4,80.230.114.79,172.224.27.78,EU,13760,time-frame,Normal
685,68.5,136.131.144.125,77.193.140.177,AS,13780,extranet,Normal
686,68.6,91.195.139.192,62.22.242.116,SA,13800,discrete,Normal
687,68.7,80.39.12.32,170.10.43.176,EU,13820,Reduced,Normal
688,68.8,49.10.98.87,231.228.41.28,NA,13840,portal,Normal
689,68.9,91.213.24.202,247.245.218.101,EU,13860,Open-source,Normal
690,69,78.38.103.38,114.50.33.217,SA,13880,executive,Normal
691,69.1,118.192.235.192,88.241.23.91,EU,13900,bandwidth-monitored,Normal
692,69.2,160.111.152.188,44.45.56.187,EU,13920,Universal,Normal
693,69.3,202.51.48.112,166.6.248.183,AS,13940,Re-engineered,Normal
694,69.4,145.35.191.86,55.222.113.92,SA,13960,explicit,Normal
695,69.5,203.104.246.122,250.18.134.150,OC,13980,zero tolerance,Normal
696,69.6,87.101.196.208,127.20.74.141,AS,14000,functionalities,Normal
697,69.7,52.133.89.250,224.110.10.7,AF,14020,composite,Normal
698,69.8,194.212.157.79,154.58.57.243,EU,14040,Distributed,Normal
699,69.9,156.179.67.156,70.76.98.240,OC,14060,hub,Normal
700,70,1.214.23.130,146.18.5.230,SA,14080,focus group,Normal
701,70.1,62.225.28.96,220.105.28.219,NA,14100,Decentralized,Normal
702,70.2,72.90.89.6,142.84.206.27,EU,14120,User-centric,Normal
703,70.3,68.23.8.50,32.64.7.34,AS,14140,object-oriented,Normal
704,70.4,70.85.184.67,43.248.31.75,EU,14160,Multi-tiered,Normal
705,70.5,77.102.243.54,145.193.7.192,NA,14180,database,Normal
706,70.6,232.135.71.247,67.125.33.213,AS,14200,fault-tolerant,Normal
707,70.7,166.42.34.68,60.242.94.38,AS,14220,Ameliorated,Normal
708,70.8,32.164.38.146,26.117.101.203,OC,14240,orchestration,Normal
709,70.9,46.175.125.233,226.77.73.154,AS,14260,Down-sized,Normal
710,71,230.170.138.108,129.216.104.37,OC,14280,radical,Normal
711,71.1,142.143.86.217,141.234.20.200,NA,14300,Persevering,Normal
712,71.2,4.88.52.122,75.161.37.109,OC,14320,real-time,Normal
713,71.3,27.68.26.182,159.103.191.127,AS,14340,Object-based,Normal
714,71.4,9.37.175.191,180.221.4.175,OC,14360,impactful,Normal
715,71.5,32.41.247.125,0.164.165.20,AS,14380,protocol,Normal
716,71.6,172.93.146.244,139.35.171.247,NA,14400,Synchronised,Normal
717,71.7,30.46.35.38,76.41.231.73,OC,14420,exuding,Normal
718,71.8,214.133.194.83,99.167.241.5,SA,14440,Right-sized,Normal
719,71.9,224.248.49.162,168.72.81.61,NA,14460,infrastructure,Normal
720,72,11.88.22.222,93.237.202.31,NA,14480,homogeneous,Normal
721,72.1,145.97.121.142,246.183.175.220,OC,14500,Customer-focused,Normal
722,72.2,101.226.163.205,82.85.42.52,AF,14520,Cloned,Normal
723,72.3,95.163.29.255,86.239.5.187,AF,14540,internet solution,Normal
724,72.4,20.152.168.99,43.12.203.221,NA,14560,architecture,Normal
725,72.5,103.153.200.21,197.132.139.154,EU,14580,User-centric,Normal
726,72.6,72.166.231.83,2.249.10.167,NA,14600,Sharable,Normal
727,72.7,116.180.71.241,36.188.44.166,AS,14620,Assimilated,Normal
728,72.8,50.89.108.2,47.241.107.103,EU,14640,Reactive,Normal
729,72.9,97.80.243.28,230.102.171.107,OC,14660,pricing structure,Normal
730,73,123.144.43.169,108.251.234.79,NA,14680,Multi-tiered,Normal
731,73.1,217.8.48.79,117.248.244.116,AS,14700,Versatile,Normal
732,73.2,153.247.89.196,185.190.205.241,NA,14720,static,Normal
733,73.3,181.19.131.86,65.247.85.243,AS,14740,high-level,Normal
734,73.4,136.10.168.205,226.143.214.203,NA,14760,local area network,Normal
735,73.5,50.121.230.200,67.217.121.248,NA,14780,Pre-emptive,Normal
736,73.6,90.107.240.3,229.196.107.122,SA,14800,Right-sized,Normal
737,73.7,133.137.122.189,169.228.185.191,NA,14820,Centralized,Normal
738,73.8,91.13.249.176,91.100.141.125,NA,14840,3rd generation,Normal
739,73.9,140.121.38.156,211.186.27.90,NA,14860,optimizing,Normal
740,74,128.168.24.228,56.102.222.254,NA,14880,composite,Normal
741,74.1,74.245.235.247,225.253.37.245,NA,14900,Business-focused,Normal
742,74.2,170.41.189.178,68.143.12.188,SA,14920,Synergistic,Normal
743,74.3,126.118.170.61,26.39.250.57,OC,14940,secondary,Normal
744,74.4,128.73.77.34,126.242.26.199,SA,14960,zero defect,Normal
745,74.5,176.72.197.175,168.210.43.194,NA,14980,client-server,Normal
746,74.6,86.238.165.119,93.197.128.244,EU,15000,knowledge user,Normal
747,74.7,163.68.152.215,141.168.89.41,OC,15020,hybrid,Anomaly
748,74.8,93.235.80.221,19.154.94.82,NA,15040,Realigned,Anomaly
749,74.9,122.7.248.44,24.206.209.166,EU,15060,leverage,Anomaly
750,75,218.181.19.134,20.193.58.141,NA,15080,tangible,Anomaly
751,75.1,18.55.56.228,116.159.103.36,AS,15100,object-oriented,Anomaly
752,75.2,175.90.243.187,139.191.8.211,OC,15120,analyzing,Anomaly
753,75.3,12.65.125.130,180.212.183.100,OC,15140,background,Anomaly
754,75.4,62.248.5.3,201.188.14.228,AF,15160,national,Anomaly
755,75.5,240.157.84.169,111.79.95.12,OC,15180,client-server,Anomaly
756,75.6,108.239.134.150,86.92.84.196,OC,15200,cohesive,Anomaly
757,75.7,81.30.212.254,170.45.80.72,NA,15220,Upgradable,Anomaly
758,75.8,91.236.43.145,240.247.48.100,NA,15240,Enterprise-wide,Anomaly
759,75.9,32.147.168.214,137.108.115.136,AS,15260,3rd generation,Anomaly
760,76,134.96.194.22,34.219.135.209,AS,15280,Advanced,Anomaly
761,76.1,191.24.114.39,34.228.29.215,NA,15300,Automated,Anomaly
762,76.2,70.77.193.248,63.142.32.49,AF,15320,leverage,Anomaly
